chip core only\ca\190801\1137294\624019496.html,Bear Hotel,"""This perhaps is the worst place i have ever stayed at - The place has been promising a refurb my the looks of the reviews for a long time - I don't think this will happen any time soon- so until its done stay some where else -\nThe rooms are a disaster - others have complained about beds being broken - this is still the case - the smoke alarm went off all night - not even a sorry - no refund offered its just tough look -  I cant list all the things wrong - just dont make the mistake and stay here is all i will say - \n\nThe man that runs it - is on his own , he is very nice and doing his best - the owners now thats a different thing all together they should hold there heads in shame for letting the wonderful building be left to fall into such a state and take money off guest for staying there - \n\nPLEASE DONT STAY THERE - YOU HAVE BEEN WARNED",1,negative
chip core only\ca\190801\1137294\631844110.html,Bear Hotel,"""We stayed here for the price and it was a pleasant surprise. Place clean, old ( part of the charm). Lots of steps but great staff and pub busy place to talk to locals. Milo the Pub mascot is a honey of a dog and owner is entertaining and very pleasant. We would stay again!",3,negative
chip core only\ca\190801\1137294\698976233.html,Bear Hotel,"""I grew up in Chippenham and was curious to see what it was like. The place is an imposing building at rhe end of the marketplace. The reception is at the bar and was not overly welcoming. The room was clean although the bed was not so comfortable. Bathroom very basic but plenty of hot water. No catering so you have to have breakfast out. Wi-fi is very poor. There is no parking although there is plenty of free parking close by on the road side.",1,negative
chip core only\ca\190801\1137294\701105927.html,Bear Hotel,"""The uneven, creaky floors and tempramental plumbing give the hotel a wonderful charm. Our (four poster) room was very clean, large, comfortable and well stocked with coffee, tea and toiletries.\n\nBeing situated on the front we had a magnificent view of the market square and were not disturbed by the market being erected early in the morning (market day is Thursday so Wednesday nights can get noisy!).\n\nNo pen was available to sign in so i was asked to sign in pencil!!! Two young men standing in reception did not offer to help carry my baggage up to the room even though i am obviously a little disabled. I am still waiting for an alarm call. Breakfast on the first day was very poor (almost no fruit, staff who did not want to be there, no cutlery on the table, table not cleared between courses) but the second day was significantly better.\n\nSo, a lovely hotel, but staff in dire need of training.",2,negative
chip core only\ca\190801\1137294\705918706.html,Bear Hotel,"""Rude and arrogant little man that runs the hotel. Avoid at all costs. Dirty run down place that needs a refurb and new management. Rooms are in a terrible state and not sure how this place is still open!\nBetter places to stay in the area!",1,negative
chip core only\ca\190801\1137294\712314158.html,Bear Hotel,"""Absolutely loved staying here, I was apprehensive after reading the reviews but glad I went ahead and booked. Yes the building was old but that was part of its charm, and the room was cosy, clean and comfortable. Was greeted by a lovely friendly lady who showed to our room. Would stay again as it was was slap bang in the middle of town and was reasonably priced too.",5,positive
chip core only\ca\190801\1137294\723082036.html,Bear Hotel,"""Stayed for a couple of nights in the week, I found the staff very friendly and am thoroughly impressed with the pet friendly detail of the pub. The Hotels dog Milo is super friendly and cuddly, he just adds charm to the hotel. My room was very clean, with a substantial amount of tea and coffee making facilities. Very good value for money as it suited my budget and is located in the town centre, close to the bus station (even though you can't hear the noise of it) and has beautiful views of the Market place. Would recommend. \n\nAlso has great entertainment in the evenings. Definitely good fun!!!",5,positive
chip core only\ca\190801\1140302\102008235.html,Diana Lodge B And B,"""There was plenty of car parking available,The room my friend and my self stayed in was clean and tidy. We were welcomed by the owner, who gave us a selection of good resturants and pubs in walking distance for evening meals. As we were only staying for the one night this time we never had much time to view the town during the day. As we were leaving early in the morning, to go to the local race track for the vintage car auction.We asked for early breakfest, which was very good, and filled us until late lunch.\nNext time i will stay there, but with my wife, for a longer time.",4,positive
chip core only\ca\190801\1140302\115281933.html,Diana Lodge B And B,"""We spent the weekend duringt he Chippenham Festival, and found it was a short walk to all the venues.  Diana (not her real name) was gracious, hospitable, and provided \""extras\"" to make the stay enjoyable.  For example, she packed up our left-over breakfast (which was more than ample) as sandwiches to take away for lunch.  \nThe room was cozy and comfortable.  \nWe hope to back during next season's festival, when I believe it is hard to find a booking anywhere in or near town during the the well-attended festival.\n\nLee\u002FJulian Shepherd",5,positive
chip core only\ca\190801\1140302\130736275.html,Diana Lodge B And B,"""Excellent full English breakfast. Friendly and helpful owner. 5 minute walk to town centre. \n5 minute walk to train station. On main road for the M4 motorway. Beautiful river Avon.\nOld stone buildings. Plenty of shops and places to eat.",5,positive
chip core only\ca\190801\1140302\140974159.html,Diana Lodge B And B,"""Excellent service and friendly atmosphere, I really enjoyed my stay. There are good facilities including free parking. If I am in the area again I will most certainly pay another visit.\nThe room I stayed was clean with all the mod cons - Flat screen TV, wifi, ensuite etc.\nAlso the B & B is in a good location, a five minute walk to the town centre which has a good range of restaurants and pubs. The travel links are also handy, the M4 is a five minute car journey and the B & B is a five minute walk to the train station - London (one Hour +) Bath (Ten minutes).",5,positive
chip core only\ca\190801\1140302\162173434.html,Diana Lodge B And B,"""On our second stay at Diana's B&B during the fabulous Chippenham Folk Festival in Wiltshire, England, all my recollections of the comfort and convenience of the lodging were renewed.  The B&B is located about a 10 minute walk from the village center. Diana (her really name is Glasyn Gibson) was friendly, welcoming and accommodating. The room with en suite bathroom, was tiny but adequate and had all the features of a big hotel (tea service, a four-poster bed with luxurious bedding, a cushy mattress, a TV with at least 300 channels (I stopped surfing at that point), and a wardrobe and dresser with rooms for lots of dance clothes. The hot water in the shower\u002Ftub was plentiful and very, very hot, which was soothing to aching dance muscles! We chose the full English breakfast at 7:30 a.m. and Mrs. Gibson had the food ready on the dot.  The meal was so ample that we saved our bacon (thick, lean Canadian style meat) each morning and along with a loaf of fresh bread from a street vendor or bakery, it made the perfect lunch. There's parking right next door. We hope to be back next year or the year after to attend the festival -- four days of nonstop dancing, concerts, parades, and events. If you play folk music, contra, square or do English dance, or just want to watch or listen to all that talent, it's a great festival.",5,positive
chip core only\ca\190801\1140302\165632618.html,Diana Lodge B And B,"""My husband and I stayed at Diana Lodge recently and found the location to be very central and  convenient. We found the owner to be very hospitable,  friendly and helpful. The bed was very clean and comfortable. Overall it was good value for money.\nR & H, Carlisle.",4,positive
chip core only\ca\190801\1140302\168136190.html,Diana Lodge B And B,"""I stayed one night in a family room that was very clean and comfortable with an ensuite bathroom\nI paid \u00A345 which was excellent value and included a good breakfast\nThe owner was friendly and made me feel very welcome",4,positive
chip core only\ca\190801\1140302\192154559.html,Diana Lodge B And B,"""I found this B&B via laterooms staying for 1 night for a works outing. Very good hospitality by the owner Diana, clean and tidy room, great location for town and very good value for money. Breakfast was spot on freshly cooked and well presented. What more can I say?",5,positive
chip core only\ca\190801\1140302\199346666.html,Diana Lodge B And B,"""Right on one of the main through roads in Chippenham which makes it handy but noisy. Car parking in adjacent social club car park which was exceptionally welcome as parking would be difficult otherwise. Room was a little cramped but comfy. Friendly host and breakfast (ordered the evening before) was fine.  I've stayed ina  few places around Chippenham and would stay again if others were full as its not the best value for money (in my opinion).",3,negative
chip core only\ca\190801\1140302\205571162.html,Diana Lodge B And B,"""A warm welcome by the owner, Diana, the room was lovely and bright and airy, I loved the window shutters, so despite being on a fairly busy junction once the window was closed you couldn't hear any traffic noise. No en-suite bathroom which we expected but there was a sink in the room which was a welcome surprise. Free Wifi a big plus. We had a relaxing nights sleep. My only criticism would be the breakfast....we were asked if we wanted a full English breakfast while we struggling up the stairs with our baggage and we went down in the morning we looked at the menu and decided what we wanted, looking forward to bacon and scrambled egg only to have Fried Egg, baked beans, bacon and sausage with tomatoes put down in front of us without being asked what we wanted and then when we asked for the beans and tomatoes taken away we were asked if we could eat round it !!! when asked if I wanted toast and tea and explained I don't eat bread or drink tea .... the reply was \""I thought you wanted a full English\""...I found this to be very rude....may I suggest you ask people what they want for breakfast in the morning and not when they are struggling to get a suitcase up the stairs. Other than the breakfast the rest was without any fault, a well run, friendly and very clean establishment and good value for money.",4,positive
chip core only\ca\190801\1140302\209450868.html,Diana Lodge B And B,"""Booked 1 night here in April. Sorry about delay in posting the review. Diana the owner, is very pleasant and helpful. The house is situated on a major route out of town which can be busy - not too much of a problem for us and we had Room 1 at the front. Parking at a working men's club at the rear is useful and, to be honest, we heard nothing from this direction. Our room, small to begin with, was overly full of unnecessary furniture and felt cramped.TV was small, only one bedside light worked. A sliding door led to the en suite which was no better than OK. Not as clean as it should have been. Room itself led directly into the breakfast room which felt intrusive to us. This room was also small. Breakfast itself was good although served somewhat haphazardly by a different pleasant woman. Overall it served it's purpose but hand on heart we could not recommend it to others. I would normally have made these observations to the owner at the time but, frankly, it simply did not seem worth it. Sorry Diana, but a lot more attention to detail is needed and you need to oversee your Cleaner's work. Oh, and a general de-clutter would also help.",3,negative
chip core only\ca\190801\1140302\215492027.html,Diana Lodge B And B,"""Diana was a delight - so too was her welcome, and by extension, her greetings letter in the welcome pack in the delightful bedroom. Meeting me at the door personally, Diana was the perfect host, making me feel immediately at home, just showing me briefly how the door lock worked and then on to my bedroom ( no. 1 ) just beyond the breakfast room, and in doing so, wasn't in the least bit intrusive - more a friend letting me in.\n\nThe lodge in somewhat bijou throughout, and I haven't seen anything to suggest I should have expected otherwise. It is a pretty, late period cottage of hanging-baskets and planters on the junction of a fairly busy main road 10 minutes walking distance from the centre of town. But this is by know means a negative, as it gives great road links and communications, is a good distance from the disturbances of late night bars, has easy parking ( behind in the West End club)  and allows a little exercise prior to finding something to eat, and I found Chippenham a surprisingly neat, little county town.\n\nMy room was supremely clean and tidy, the en-suite perfectly sized for just me, and equally large enough, had I have been sharing. Oversized individuals may feel squeezed. The bed had one of those delicious overlay mattresses on ( they have a name which escapes me now)  which made it a dreamily comfortable night. The linen was fresh and crisp, of a good quality, as were the towels. Hand-pump bottles of soaps are supplied in the bathroom and in the bedroom, a more than adequate quantity of tea and coffee ( decaff also ) on a coffee table. Hair drier supplied and thank God, a bed-side Bible which for me is a sign of caring indulgence not a bible-bash!\n\nBreakfast is chosen from a varied menu, and choice of items and time required is organised more or less on arrival, and is a very good system. A note pad was left out for me with the menu. I chose, noted my requirements, which was whisked away at some stage, and all I had to do was turn up on time ( but getting out of that lovely bed wasn't easy. By the way, Diana's Lodge may be on a main road but I wasn't in the least disturbed. The front windows beyond the en-suite, are hidden behind a very tall fence and hedge, and to the side, is a garden and car area behind a tall gated fence - all very private) . I had the full-English which was freshly cooked and delicious. There were fruit juices, cereals and a bowl of freshly cut mixed fruit. The was also a cooler of chilled waters both spa or tap waters. Tea or coffee, cafettiere or instant, white or whole meal, and how many ways can Diana offer to prepare your egg?\n\nDiana's Lodge is great value for money, on the edge of a lovely little town and boardering some of Britain's finest tourist countryside. It really is superbly sited for day tours in every direction. If I had a regret it was that I couldn't stayed longer!\n\nThank you Diana, I hope one day to be in your area again and stay at Chippenham's first choice in bed and breakfast lodges.\n\nG. Parker",5,positive
